,bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,price,priceForHDP,shouldHighlight,state,streetAddress,timeOnZillow,unit,zestimate,zipcode,zpid,listing_sub_type.is_FSBA,rentZestimate,lotAreaUnit,lotAreaValue,taxAssessedValue,datePriceChanged,priceChange,priceReduction,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,newConstructionType,listing_sub_type.is_newHome,listing_sub_type.is_foreclosure,listing_sub_type.is_bankOwned,comingSoonOnMarketDate,listing_sub_type.is_comingSoon,isRentalWithBasePrice,listing_sub_type.is_forAuction,videoCount,providerListingID,group_type,priceSuffix
1190,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/ae701c238f323bfb105e782c3b3fab19-p_e.jpg,False,True,False,False,False,False,False,25.778025,882.0,-80.27778,268000.0,268000.0,False,FL,5050 NW 7th St #PENTHOUSE,1466291000,# PENTHOUSE,262100.0,33126,443950183,True,,sqft,0.0,,,,,,,,,,,,,,,,,,,
1191,3.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/7d1b87542171271d4ca6fa8f3f9b3d0b-p_e.jpg,False,True,False,False,False,False,False,25.753292,2260.0,-80.19823,1795000.0,1795000.0,False,FL,1925 Brickell Ave APT DPH7,18919091000,Apt DPH7,1756800.0,33129,43869452,True,6550.0,sqft,0.0,1250400.0,1736841600000.0,-80000.0,"$80,000 (Jan 14)",,,,,,,,,,,,,,,
1192,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/52e922c49aa7b02d3c389e2e56b372bb-p_e.jpg,False,True,False,False,False,False,False,25.764359,990.0,-80.189514,430000.0,430000.0,False,FL,999 Brickell Bay Dr APT 711,4835891000,Apt 711,417000.0,33131,43873860,True,3461.0,sqft,0.0,255300.0,,,,,,,,,,,,,,,,,,
1193,1.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/54bbf469db99f316ea7393e013b373ed-p_e.jpg,False,True,False,False,False,False,False,25.75599,1107.0,-80.30543,598858.0,598858.0,False,FL,6791 SW 16th St,1811891000,,592300.0,33155,44185012,True,3021.0,sqft,4280.0,320866.0,1737964800000.0,58.0,,,,,,,,,,,,,,,,
1194,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/5f434f4314e9df5304c7526e49b5da25-p_e.jpg,False,True,False,False,False,False,False,25.75992,980.0,-80.198265,480000.0,480000.0,False,FL,201 SW 17th Rd UNIT 602,13907891000,Unit 602,,33129,247699008,True,,sqft,0.0,439600.0,1729148400000.0,-60000.0,,,,,,,,,,,,,,,,
1195,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/959db7dfea4f2828561952897e946412-p_e.jpg,False,True,False,False,False,False,False,25.776896,1185.0,-80.189705,469999.0,469999.0,False,FL,234 NE 3rd St APT 2207,5095091000,Apt 2207,458500.0,33132,70775147,True,3747.0,sqft,0.0,419000.0,,,,,,,,,,,,,,,,,,
1196,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/91bdfb1702c6bd5bea4116280a8186ff-p_e.jpg,False,True,False,False,False,False,False,25.69678,970.0,-80.44292,229900.0,229900.0,False,FL,15420 SW 74th Circle Ct #2103,9242291000,# 2103,,33193,2071278093,True,,sqft,0.0,,1737532800000.0,-10000.0,"$10,000 (Jan 22)",,,,,,,,,,,,,,,
1197,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/320368576299f8316b914783d93e2f43-p_e.jpg,False,True,False,False,False,False,False,25.68689,1055.0,-80.43552,250000.0,250000.0,False,FL,8540 SW 149th Ave APT 802,2416691000,Apt 802,246400.0,33193,44265773,True,2298.0,sqft,0.0,210600.0,,,,,,,,,,,,,,,,,,
1198,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3a57bb1eec22f9ce1c9cd4b69a15e920-p_e.jpg,False,True,False,False,False,False,False,25.814247,1083.0,-80.22283,399000.0,399000.0,False,FL,1537 NW 42nd St,12611891000,,,33142,43812964,True,,sqft,5000.0,285356.0,1737705600000.0,-40000.0,"$40,000 (Jan 24)",,,,,,,,,,,,,,,
1199,3.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/432be89489d5083945d7f3b1cc83375f-p_e.jpg,False,True,False,False,False,False,False,25.606817,1255.0,-80.42063,480000.0,480000.0,False,FL,14020 SW 172nd Ter,2762291000,,477100.0,33177,44339758,,2750.0,sqft,1596.0,305000.0,,,,,,,,,,True,,,,,,,,
1200,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/0acd4d564ac3a655531c5cb9a97573cb-p_e.jpg,False,True,False,False,False,False,False,25.7024,1378.0,-80.37741,463000.0,463000.0,False,FL,11341 SW 70th Ter UNIT 11341,6563891000,Unit 11341,454700.0,33173,442660734,True,,sqft,0.0,,1737014400000.0,-5000.0,"$5,000 (Jan 16)",,,,,,,,,,,,,,,
1201,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/aa63ae740bce58be839352cee63bf13d-p_e.jpg,False,True,False,False,False,False,False,25.777737,1772.0,-80.2898,599000.0,599000.0,False,FL,5780 NW 7th St,4144691000,,590100.0,33126,43834164,True,4887.0,sqft,4870.0,354476.0,,,,,,,,,,,,,,,,,,
1202,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fb2b926cb474581b510060342c98e04c-p_e.jpg,False,True,False,False,False,False,False,25.635796,1177.0,-80.37024,550000.0,550000.0,False,FL,14350 SW 109th Ave,3539891000,,,33176,44289361,True,,sqft,9900.0,365004.0,,,,,,,,,,,,,,,,,,
1203,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/5db4768a8a8cee9d91074c7a03acba30-p_e.jpg,False,True,False,False,False,False,False,25.713726,936.0,-80.4078,359900.0,359900.0,False,FL,13220 SW 58th Ter UNIT 16-3,4576691000,Unit 16-3,356400.0,33183,44254536,True,2425.0,sqft,0.0,233450.0,1737964800000.0,-10075.0,"$10,075 (Jan 27)",,,,,,,,,,,,,,,
1204,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/e37c21655ef7dd0fb68ea76e6fd7d620-p_e.jpg,False,True,False,False,False,False,False,25.675665,1250.0,-80.386566,470000.0,470000.0,False,FL,11807 SW 99th Ln,5181491000,,,33186,44307014,True,,sqft,0.0,326040.0,1737878400000.0,-5000.0,"$5,000 (Jan 26)",Sun. 12-2pm,True,"[{'open_house_end': 1738533600000, 'open_house_start': 1738526400000}]",,,,,,,,,1.0,,,
1205,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/24f51f963728d066995a07be1d71831a-p_e.jpg,False,True,False,False,False,False,False,25.765038,1050.0,-80.19591,575000.0,575000.0,False,FL,104 SW 9th Street #1403,22456729000,Apt 1403,,33130,54692505,True,,sqft,0.0,201500.0,,,,,,,,,,,,,,,,,,
1206,2.0,4.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6f3df302537e2a8f141e470cfdcdfb2f-p_e.jpg,False,True,False,False,False,False,False,25.62059,1948.0,-80.372215,714999.0,714999.0,False,FL,11011 SW 160th St,12784691000,,,33157,44299057,True,4298.0,sqft,7750.0,289779.0,1731398400000.0,-5001.0,"$5,001 (Nov 12)",,,,,,,,,,,,,,,
1207,3.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/23a12f56652c085db911f7521c7f3253-p_e.jpg,False,True,False,False,False,False,False,25.687737,1484.0,-80.44518,415000.0,415000.0,False,FL,15675 SW 84th Ter APT 906,15117491000,Apt 906,,33193,44265389,True,,sqft,0.0,235704.0,1737446400000.0,-13500.0,"$13,500 (Jan 21)",,,,,,,,,,,,,,,
1208,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6763916b07bf3abad69962552404f27d-p_e.jpg,False,True,False,False,False,False,False,25.606533,960.0,-80.359856,469000.0,469000.0,False,FL,10350 SW 175th St,8291891000,,465000.0,33157,44301959,True,2694.0,sqft,2775.0,204371.0,1738137600000.0,9100.0,,,,,,,,,,,,,,,,
1209,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/eb66ccea58d2df93d1bfa0ff6ca5b4e2-p_e.jpg,False,True,False,False,False,False,False,25.62684,1397.0,-80.42363,575000.0,575000.0,False,FL,15046 SW 142nd Ct,4144691000,,,33186,44329574,True,,sqft,4400.0,332456.0,,,,,,,,,,,,,,,,,,
1210,3.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/27b1a846c89e707e4385ebdf1de7e72a-p_e.jpg,False,True,False,False,False,False,False,25.769594,1235.0,-80.195045,699999.0,699999.0,False,FL,92 SW 3rd St APT 1203,12007091000,Apt 1203,685300.0,33130,113379610,True,5060.0,sqft,0.0,481900.0,1737878400000.0,-15001.0,"$15,001 (Jan 26)",,,,,,,,,,,,1.0,,,
1211,3.0,4.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8165987ca7ef361a763ef0372e97ba8a-p_e.jpg,False,True,False,False,False,False,False,25.694544,2096.0,-80.44729,699000.0,699000.0,False,FL,15736 SW 76th Ter,20042291000,,,33193,44262333,True,,sqft,4750.0,455896.0,1736668800000.0,-31000.0,"$31,000 (Jan 12)",,,,,,,,,,,,,,,
1212,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/d31e9aec747c9e3acc2efbcb4143b848-p_e.jpg,False,True,False,False,False,False,False,25.702936,1378.0,-80.37316,455000.0,455000.0,False,FL,11060 SW 70th Ter #11060,2071091000,# 11060,445100.0,33173,443765802,True,,sqft,0.0,,,,,,,,,,,,,,,,,,,
1213,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/bf1485a1868d6d5877ebd37e10624f72-p_e.jpg,False,True,False,False,False,False,False,25.808554,1581.0,-80.23462,439000.0,439000.0,False,FL,2325 NW 35th St,3539891000,,,33142,43818402,True,,sqft,5520.0,241488.0,,,,,,,,,,,,,,,,,,
1214,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/9cd42d824461b7fc2098e503b9d0ed1b-p_e.jpg,False,True,False,False,False,False,False,25.683947,1262.0,-80.32032,350000.0,350000.0,False,FL,9354 SW 77th Ave APT I4,688691000,Apt I4,341100.0,33156,44275569,True,2684.0,sqft,0.0,292202.0,,,,,,,,,,,,,,,,,,
1215,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/5dee0f65a86d64899936934fb71c6cb4-p_e.jpg,False,True,False,False,False,False,False,25.721964,1110.0,-80.41506,495000.0,495000.0,False,FL,4648 SW 136th Pl,4317491000,,,33175,44251154,True,,sqft,0.0,337000.0,,,,,,,,,,,,,,,,,,
1216,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/cd92f5f5b42d1d9d9a67a44283036ff5-p_e.jpg,False,True,False,False,False,False,False,25.704771,1378.0,-80.376175,495000.0,495000.0,False,FL,6705 SW 113th Ave #0,2330291000,# 0,,33173,443753836,True,,sqft,0.0,,,,,,,,,,,,,,,,,,,
1217,2.0,4.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e34059f8a811583c1d1cd668dc9245e5-p_e.jpg,False,True,False,False,False,False,False,25.570454,1793.0,-80.38422,545000.0,545000.0,False,FL,21048 SW 118th Pl,9069491000,,,33177,44363892,True,,sqft,6631.0,395332.0,,,,,,,,,,,,,,,,,,
1218,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/26a965aa1cc2443b5ae805af364dc89b-p_e.jpg,False,True,False,False,False,False,False,25.630068,2218.0,-80.43869,699000.0,699000.0,False,FL,14720 SW 151st Ave,1293491000,,,33196,44327229,True,,acres,0.38585858585858585,595798.0,,,,,,,,,,,,,,,,,,
1219,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9131504bde6ae1efdb2c07a2f9e88c31-p_e.jpg,False,True,False,False,False,False,False,25.716375,1015.0,-80.401085,510000.0,510000.0,False,FL,12705 SW 54th St,3626291000,,504600.0,33175,44250247,True,3118.0,sqft,3780.0,349500.0,,,,,,,,,,,,,,,,,,
1220,1.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c9b61a3a3b83bde977b7c9dba4ee893b-p_e.jpg,False,True,False,False,False,False,False,25.634264,950.0,-80.38147,450000.0,450000.0,False,FL,11530 Lincoln Blvd,515891000,,443100.0,33176,44289108,True,2803.0,sqft,9000.0,303524.0,,,,,,,,,,,,,,,,,,
1221,5.0,4.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8c90d07684b2dbfd19df7ae32302813f-p_e.jpg,False,True,False,False,False,False,False,25.730165,1550.0,-80.24714,1440000.0,1440000.0,False,FL,3311 Oak Ave,1811891000,,,33133,43860922,True,,sqft,5000.0,689482.0,,,,,,,,,,,,,,,,,,
1222,11.0,8.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e8da61365723a0ff7c25075e3e54be12-p_e.jpg,False,True,False,False,False,False,False,25.692755,10412.0,-80.27087,16750000.0,16750000.0,False,FL,4800 Pine Dr,170291000,,15320200.0,33143,44226431,True,55982.0,acres,1.0,7509638.0,,,,,,,,,,,,,,,,,,
1223,2.0,4.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/90b2cc727dc827ba3359398665da89a2-p_e.jpg,False,True,False,False,False,False,False,25.826006,2059.0,-80.209915,589000.0,589000.0,False,FL,5520 NW 7th Ct,12611891000,,580200.0,33127,43809439,True,3725.0,sqft,0.0,351729.0,1734508800000.0,-110000.0,"$110,000 (Dec 18)",,,,,,,,,,,,,,,
1224,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3eabc107241a73c306db447417f50bd4-p_e.jpg,False,True,False,False,False,False,False,25.746904,1389.0,-80.22276,899000.0,899000.0,False,FL,1743 SW 24th Ter,11575091000,,882300.0,33145,43856718,True,4720.0,sqft,6750.0,603295.0,1736409600000.0,-16000.0,"$16,000 (Jan 9)",,,,,,,,,,,,,,,
1225,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/45b34c58074a6c36d4907153b86137ce-p_e.jpg,False,True,False,False,False,False,False,25.625784,900.0,-80.40923,300000.0,300000.0,False,FL,13350 SW 152nd St APT 2803,861491000,Apt 2803,295600.0,33177,51621731,True,2215.0,sqft,0.0,240625.0,1737964800000.0,-10000.0,"$10,000 (Jan 27)",,,,,,,,,,,,,,,
1226,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0a0e0e92bb5b21fb594a587aa07b3440-p_e.jpg,False,True,False,False,False,False,False,25.69816,1256.0,-80.37594,594000.0,594000.0,False,FL,7466 SW 112th Pl,3021491000,,,33173,44216619,True,,sqft,4250.0,324396.0,1736409600000.0,-9000.0,"$9,000 (Jan 9)",,,,,,,,,,,,,,,
1227,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/ff2243dcf13d409ea4b1c8b42fc74921-p_e.jpg,False,True,False,False,False,False,False,25.683947,1178.0,-80.32032,359000.0,359000.0,False,FL,9354 SW 77th Ave APT I5,7946291000,Apt I5,360600.0,33156,44275570,True,2529.0,sqft,0.0,253366.0,1738137600000.0,-9000.0,"$9,000 (Jan 29)",,,,,,,,,,,,,,,
1228,4.0,5.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e5a965feb578c1550f7200588a17c40a-p_e.jpg,False,True,False,False,False,False,False,25.558416,2581.0,-80.35848,750000.0,750000.0,False,FL,22471 SW 103rd Ct,6391091000,,739300.0,33190,62932176,True,4497.0,sqft,7080.0,509859.0,1733817600000.0,5000.0,,,,,,,,,,,,,,,,
1229,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6182d4facef39b60c16855b451f106d8-p_e.jpg,False,True,False,False,False,False,False,25.754395,1326.0,-80.31512,698950.0,698950.0,False,FL,1700 SW 73rd Court Rd,3551423000,,,33155,44184342,True,,sqft,7500.0,399103.0,1737446400000.0,-49.0,$49 (Jan 21),,,,,,,,,,,,,,,
1230,1.0,1.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/e7b9ef8a6beab105eec9941a30ad44b7-p_e.jpg,False,True,False,False,False,False,False,25.773546,446.0,-80.190674,325000.0,325000.0,False,FL,151 SE 1st St APT 1604,1207092000,Apt 1604,316200.0,33131,247467798,True,2432.0,sqft,0.0,232100.0,1737014400000.0,-60000.0,"$60,000 (Jan 16)",,,,,,,,,,,,,,,
1231,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/249ab8ace1942d0d5e53d5e23bdbf79b-p_e.jpg,False,True,False,False,False,False,False,25.795185,1099.0,-80.18881,498000.0,498000.0,False,FL,2001 Biscayne Blvd APT 2317,2330292000,Apt 2317,,33137,64762313,True,,sqft,0.0,398100.0,,,,,,,,,,,,,,,,,,
1232,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/7d33c68d60fc1dc7f1c6fa242f31df24-p_e.jpg,False,True,False,False,False,False,False,25.757788,1230.0,-80.18974,475000.0,475000.0,False,FL,1430 Brickell Bay Dr APT 504,19091892000,Apt 504,,33131,43871277,True,,sqft,0.0,394178.0,1726038000000.0,-20000.0,,,,,,,,,,,,,,,,
1233,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/23e56ff91abae2f4b949ca931b01f9b6-p_e.jpg,False,True,False,False,False,False,False,25.767992,1255.0,-80.1961,520000.0,520000.0,False,FL,690 SW 1st Ct #PENTHOUSE II20,8896692000,# Penthouse II20,512400.0,33130,441896486,True,,sqft,0.0,,1735027200000.0,-35000.0,"$35,000 (Dec 24)",,,,,,,,,,,,,,,
1234,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d80b9bc3cd8d8fe24a5c4c3715d46f19-p_e.jpg,False,True,False,False,False,False,False,25.777782,1027.0,-80.27024,599000.0,599000.0,False,FL,4540 NW 6th St,2762292000,,585800.0,33126,43842594,True,2733.0,sqft,6240.0,368808.0,,,,,,,,,,,,,,,,,,
1235,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1e9bec3694290eb1ffbf61b96dde2c58-p_e.jpg,False,True,False,False,False,False,False,25.561836,1258.0,-80.376595,440000.0,440000.0,False,FL,22030 SW 114th Avenue,533327000,,432100.0,33170,44356088,True,2440.0,sqft,9944.0,305957.0,,,,,,,,,,,,,,,,,,
1236,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/0a2c5b57dbc3253bade598f7526fb475-p_e.jpg,False,True,False,False,False,False,False,25.701706,933.0,-80.41911,514900.0,514900.0,False,FL,13922 Kendale Lakes Dr,6563892000,,505900.0,33183,44256416,True,2843.0,sqft,0.0,289000.0,,,,,,,,,,,,,,,,,,
1237,1.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/90d3b7a1e04f58df68417776f9ff7fff-p_e.jpg,False,True,False,False,False,False,False,25.829283,1112.0,-80.202065,399000.0,399000.0,False,FL,296 NW 59th St,5095092000,,,33127,43807654,True,2217.0,sqft,5100.0,267201.0,1736236800000.0,-26000.0,"$26,000 (Jan 7)",,,,,,,,,,,,,,,
1238,2.0,4.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8df928ac9086f6633c934864143609b6-p_e.jpg,False,True,False,False,False,False,False,25.634819,1535.0,-80.43087,595000.0,595000.0,False,FL,14241 SW 147th Ct,1141251000,,,33196,44328119,True,,sqft,4500.0,394763.0,1738051200000.0,-20000.0,"$20,000 (Jan 28)",,,,,,,,,,,,,,,
1239,3.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/066e8625beaf1838766052a6557d8a7e-p_e.jpg,False,True,False,False,False,False,False,25.633966,1762.0,-80.41098,529999.0,529999.0,False,FL,14352 SW 134th Ave,4403892000,,525000.0,33186,44331511,True,3282.0,sqft,2250.0,355372.0,1736323200000.0,-40000.0,"$40,000 (Jan 8)",Sun. 12-2pm,True,"[{'open_house_end': 1738533600000, 'open_house_start': 1738526400000}]",,,,,,,,,,,,
1240,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3211c43e97aa751ead695964fca704d5-p_e.jpg,False,True,False,False,False,False,False,25.624228,1058.0,-80.357216,620000.0,620000.0,False,FL,15620 SW 101st Ave,6650292000,,619700.0,33157,44297638,True,3070.0,sqft,7500.0,387253.0,1737619200000.0,-30000.0,"$30,000 (Jan 23)",,,,,,,,,,,,,,,
1241,3.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/45cad6cdb803db109ccd847db0977259-p_e.jpg,False,True,False,False,False,False,False,25.61055,1593.0,-80.4194,590000.0,590000.0,False,FL,16915 SW 142nd Pl,6736692000,,,33177,44339634,True,,sqft,3979.0,375082.0,,,,,,,,,,,,,,,,,,
1242,2.0,5.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3745905254b32de16f848eb85b35fec1-p_e.jpg,False,True,False,False,False,False,False,25.566126,1688.0,-80.364426,589900.0,589900.0,False,FL,10700 SW 216th St,6375579000,,,33170,44356175,True,,acres,0.2895087235996327,361084.0,1736928000000.0,-10000.0,"$10,000 (Jan 15)",,,,,,,,,,,,,,,
1243,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/1eac8f495e51cb8fd3fbd355001dc2d3-p_e.jpg,False,True,False,False,False,False,False,25.691042,1033.0,-80.43925,349000.0,349000.0,False,FL,15122 SW 81st St #103,515892000,# 103,,33193,44265448,True,,sqft,0.0,221805.0,,,,,,,,,,,,,,,,,,
1244,3.0,4.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1a8ea5c4230097d1c11976f2db0dde57-p_e.jpg,False,True,False,False,False,False,False,25.641075,2550.0,-80.386375,795000.0,795000.0,False,FL,13625 SW 118th Path,14599092000,,,33186,58455530,True,,acres,0.3331267217630854,574631.0,1732089600000.0,-10000.0,"$10,000 (Nov 20)",,,,,,,,,,,,,,,
1245,3.0,4.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f77700e4fb4e894b01f1786e5d545e0b-p_e.jpg,False,True,False,False,False,False,False,25.744888,1670.0,-80.30636,719000.0,719000.0,False,FL,6860 SW 27th St,4317492000,,,33155,44189354,True,,sqft,6420.0,428089.0,1737705600000.0,-30000.0,"$30,000 (Jan 24)",,,,,,,,,,,,,,,
1246,3.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/d8e1c387787dceba3d652fe1af351ee1-p_e.jpg,False,True,False,False,False,False,False,25.67482,1348.0,-80.32268,570000.0,570000.0,False,FL,7888 SW 102nd Ln,775092000,,555400.0,33156,44275886,True,3375.0,sqft,0.0,355000.0,,,,,,,,,,,,,,,,,,
1247,2.0,2.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/04403f16a2d681ee3ec29d12ad7d6ba6-p_e.jpg,False,True,False,False,False,False,False,25.684763,1050.0,-80.35656,320000.0,320000.0,False,FL,9974 SW 88th St #1003,1207092000,# 1003,311000.0,33176,64843524,True,2251.0,sqft,0.0,213261.0,,,,,,,,,,,,,,,,,,
1248,2.0,3.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/38e6d43b8527e897e8bb442028f07db2-p_e.jpg,False,True,False,False,False,False,False,25.68863,1040.0,-80.41348,295000.0,295000.0,False,FL,8420 SW 133 Avenue Rd #419,1811892000,# 419,,33183,44273130,True,,sqft,0.0,197744.0,,,,,,,,,,,,,,,,,,
1249,3.0,4.0,Miami,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/bae70caaf6f61429ad4fa2451bbac063-p_e.jpg,False,True,False,False,False,False,False,25.72347,1704.0,-80.45804,537000.0,537000.0,False,FL,4420 SW 163rd Ct #4420,256692000,# 4420,,33185,445785536,True,,sqft,0.0,,,,,,,,,,,,,,,,,,,
1250,2.0,3.0,South Miami,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/278ffe80c1f296a86c2228e647da5d2c-p_e.jpg,False,True,False,False,False,False,False,25.713167,1144.0,-80.2907,739000.0,739000.0,False,FL,5931 SW 62nd Ter,8551092000,,,33143,43998494,True,,sqft,6420.0,384897.0,1736236800000.0,-20000.0,"$20,000 (Jan 7)",,,,,,,,,,,,,,,
